0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,target
1.2216549605647802,1.6587339295009664,1.5244860560525884,0.32955528354978003,0.7414043372825361,-2.6172132598385733,0.6182363263687615,0.29124616886996935,1.4637003170700291,-0.8008339854606231,1.0815440912551306,-0.18119201670881924,0.8963293020836078,0.18348260129386232,0.5637762766456906,-1.6679927985820966,1.0791194296515703,-0.7588279875108043,-0.6536756621137837,10.0
-1.0403260175864892,-0.42988580868896664,-1.9935830324560495,1.1490143980278424,-0.0030748231504130687,-0.5309733773372632,-0.6688367968011625,-1.4540560194182723,0.4011914768545705,-0.16021310469340386,-1.2829128337863338,0.2844683541084009,-0.2944830260566235,0.14633983385903918,1.143430635227868,-1.8072167816434732,0.6132351182067889,-0.9375516829937895,-0.731003408526,7.5
2.7424426737474046,0.7893915137712286,0.17310161841921845,0.17401243975094893,-0.0534893369077016,-0.17461192706263903,-1.045424412242107,0.46701958846411273,-1.0664947308476824,0.12709626658523407,-0.41629256017014343,-1.2009154377074776,0.2935379555987131,0.4319345139185676,-1.5450352403604122,-0.3997509081351041,0.16655943494927328,0.7151719927424204,-0.42811550259940173,10.0
-0.687700770430576,0.6914685217684171,1.9070505920271275,0.08844338792485011,1.8818390369351963,0.26943818446311557,1.4170059103152992,1.6827748080786042,-0.2867176153655798,-0.9300328314830635,0.32545786999559967,0.30414505023799226,0.14200618877646273,0.3586488721623521,0.16617155582141932,-1.9025312331732904,-0.7261343411987253,-0.6161225454044069,0.9205722067088576,6.8
-0.19951622037997138,-2.0382229766064954,0.26837905289638164,-0.21864727945981074,0.9455950898290464,-0.0414640499344153,-0.020031705323933658,0.8625262797315335,0.14561811060753715,-1.7656764420846403,-0.10326768113607429,-0.29229710059903435,-0.44953008841870523,-0.5978257421605017,-0.4040413561025617,-1.7971630305749122,0.9981616839378536,0.8740451585448397,-0.8750757592695971,7.0
-0.08070691249688074,1.0792187204820995,-0.14742091352883555,-0.6088812535432374,-0.8139640576431164,-0.13220386567387224,-0.3140482431149422,-1.3696770511574503,-1.323959277270904,-0.7582284486012857,-0.323704577828677,-0.7941747942895055,1.7458243282876316,0.33774270756187535,-0.8385777032612353,2.3829271371273775,-0.4345647645727228,-0.17491441695985993,-1.03113046437399,10.0
0.48623889633988066,0.038331526296769676,-2.221684722796695,2.1561411965763893,-1.4357312536496019,-0.42463484884945957,0.25896236931839217,0.9853190980173614,-0.4878450270161143,0.3229181825318776,-1.671865233494375,-0.6652417371288576,0.41977155804605665,-1.1284669150166886,0.9794323222425269,-1.69030707873215,-0.309309465236291,0.12362146211494637,1.4490989504021663,3.8
-0.9749619757201873,-1.0357659867925773,-1.6782007063179525,0.14364997838236424,0.55226806973933,0.5400144878267304,-0.15159836045996664,-1.698537956321391,-0.7880952167131988,0.322125048100548,0.1997070234619343,0.6306446810076974,0.8668846464654703,-0.07821421772177033,0.6432154991884851,-0.028590780393945907,0.13229197330692846,-0.21485476269810785,0.4396377120241467,7.8
1.4951288905723696,0.9198166095594966,-0.20603937466857902,-1.2118045621336884,0.5731945294965815,0.5735106591197816,0.15113451332748631,-0.6819388331903953,-1.0151755509993463,0.07989042619018649,-0.39384554501576124,-2.282756056386982,1.4818960462703956,-1.8050437119652811,-1.8574316515609528,1.2163835853759717,-0.6361996642041516,-0.2093402682878729,0.8292957784185507,10.0
0.7115529308300842,-0.8350897718973952,0.8842626120875284,0.6979451000947118,-1.1802532440477702,0.12937083106208336,-0.4415443399861442,-0.8823844223657792,1.0306857076664964,0.42306652398600064,1.9969473847257593,0.48956382735285053,-0.9567856361757485,-0.7836383552811195,-1.6699361177781897,0.5034394913031753,-1.3790269807488067,-0.09227915646021181,-0.4628180365998043,10.0
0.6645969594747558,1.0542448151309045,0.21536021779853243,-0.267571910725573,-1.19522231969386,0.564407193995114,-0.03126532593788214,0.31799707226910945,-0.6892834496205257,-1.6689585965182674,-0.8997087221780281,-0.6514037906754802,-0.2194184666662637,0.9396092278731711,1.6368324234300118,1.6771380600671901,1.3960694826081952,0.6704171069814343,1.0748739697115792,10.0
0.9076623586833953,0.05392545403822549,0.2158668277858692,-1.2858385164548747,0.12319232417968708,-2.522993273496864,-0.4997854578512048,-0.12517686951480284,-0.5614505508876869,-1.7475165394296874,0.643859944094288,1.5290334258731386,-1.5142898855636897,0.822132125457393,-0.648130380837485,-0.06006670913280091,0.28791778184619227,2.330881285866021,0.5060333941550709,10.0
